ts_us,event_type,side,price,size,order_id,level
1765351559472507,add,B,99.94,27,35977,10
1765351559472594,add,S,98.94,35,35978,4
1765351559472735,add,B,100.14,32,35979,9
1765351559472887,cancel,B,100.16,0,9254,1
1765351559472949,trade,,99.86,41,0,0
1765351559473017,cancel,B,99.96,0,23548,4
1765351559473157,add,S,100.47,18,35980,9
1765351559473245,cancel,S,100.11,0,7121,2
1765351559473375,modify,B,100.08,2,5445,7
1765351559473414,cancel,S,100.27,0,12905,5
1765351559473545,add,B,100.09,41,35981,7
1765351559473642,modify,B,100.14,16,5527,9
1765351559473766,add,S,99.77,21,35982,8
1765351559473838,cancel,S,99.5,0,9643,3
1765351559473990,add,B,100.09,38,35983,7
1765351559474031,add,S,100.35,7,35984,7
1765351559474110,add,B,99.79,4,35985,2
1765351559474199,add,S,100.48,39,35986,9
1765351559474348,cancel,B,100.26,0,3478,6
1765351559474457,add,S,100.53,10,35987,6
1765351559474512,modify,S,99.27,12,28264,1
1765351559474626,trade,,99.85,3,0,0
1765351559474697,trade,,99.87,44,0,0
1765351559474823,cancel,B,99.94,0,28829,10
1765351559474989,modify,B,99.94,27,8732,10
1765351559475026,add,S,99.27,4,35988,1
1765351559475137,add,B,99.79,25,35989,2
1765351559475219,modify,S,100.48,29,10638,9
1765351559475333,add,S,100.27,4,35990,5
1765351559475435,cancel,S,100.35,0,18984,7
1765351559475557,add,S,99.76,15,35991,8
1765351559475668,cancel,S,99.27,0,30067,1
1765351559475777,trade,,99.86,80,0,0
1765351559475798,trade,,99.86,49,0,0
1765351559475963,add,S,100.11,28,35992,2
1765351559476012,modify,B,99.96,25,3387,4
1765351559476188,add,S,100.12,45,35993,2
1765351559476262,add,S,100.27,7,35994,5
1765351559476378,add,S,100.53,45,35995,6
1765351559476483,add,S,98.95,45,35996,4
1765351559476526,add,B,100.15,48,35997,9
1765351559476687,add,B,100.17,40,35998,1
1765351559476693,add,S,99.98,23,35999,10
1765351559476799,add,S,99.5,38,36000,3
1765351559476970,add,S,100.48,18,36001,9
1765351559477008,cancel,B,99.94,0,27900,10
1765351559477134,modify,B,100.17,7,12453,1
1765351559477270,add,S,100.52,29,36002,6
1765351559477308,modify,B,100.26,15,19756,6
1765351559477401,trade,,99.86,83,0,0
1765351559477548,trade,,99.87,38,0,0
1765351559477606,add,B,100.16,12,36003,9
1765351559477759,modify,S,99.27,16,14338,1
1765351559477835,modify,B,99.96,9,12914,4
1765351559477942,add,B,100.09,48,36004,7
1765351559478066,trade,,99.86,21,0,0
1765351559478187,cancel,B,99.94,0,21605,10
1765351559478216,add,S,100.36,16,36005,7
1765351559478350,add,S,100.51,49,36006,6
1765351559478437,trade,,99.87,90,0,0
1765351559478539,add,B,99.77,1,36007,3
1765351559478659,add,B,100.15,34,36008,9
1765351559478703,add,S,99.26,14,36009,1
1765351559478828,add,B,100.27,6,36010,6
1765351559478903,add,B,99.5,19,36011,5
1765351559479025,trade,,99.86,41,0,0
1765351559479127,add,S,99.77,17,36012,8
1765351559479286,add,S,100.27,43,36013,5
1765351559479296,trade,,99.86,75,0,0
1765351559479436,add,B,99.96,31,36014,4
1765351559479506,add,S,100.13,14,36015,2
1765351559479605,add,S,100.37,36,36016,7
1765351559479699,add,B,100.1,42,36017,7
1765351559479854,add,B,99.78,27,36018,2
1765351559479982,add,S,100.48,44,36019,9
1765351559480022,add,S,100.27,32,36020,5
1765351559480169,add,S,100.14,3,36021,2
1765351559480262,add,S,98.95,11,36022,4
1765351559480388,cancel,B,99.77,0,21749,3
1765351559480419,add,S,100.14,42,36023,2
1765351559480573,add,B,99.94,23,36024,10
1765351559480664,add,B,99.95,4,36025,4
1765351559480770,modify,S,100.48,14,22872,9
1765351559480889,add,S,100.15,10,36026,2
1765351559480944,add,B,99.51,31,36027,5
1765351559481035,modify,S,100.15,7,13620,2
1765351559481180,add,B,99.51,8,36028,5
1765351559481240,cancel,B,99.78,0,19455,2
1765351559481291,add,S,99.25,39,36029,1
1765351559481391,add,B,99.97,22,36030,8
1765351559481500,add,S,100.27,46,36031,5
1765351559481605,add,B,100.28,35,36032,6
1765351559481691,add,S,99.78,12,36033,8
1765351559481863,modify,S,99.98,12,8188,10
1765351559481979,modify,S,100.48,23,23193,9
1765351559482079,add,B,99.96,21,36034,8
1765351559482117,add,S,99.97,38,36035,10
1765351559482285,modify,S,100.37,22,20757,7
1765351559482357,cancel,S,100.37,0,26290,7
1765351559482427,add,B,99.78,33,36036,3
1765351559482590,add,B,100.17,4,36037,1
1765351559482649,add,B,99.96,35,36038,8
1765351559482722,modify,S,99.78,16,28438,8
1765351559482846,add,S,99.24,3,36039,1
1765351559482934,add,S,99.77,25,36040,8
1765351559483037,add,S,99.24,22,36041,1
1765351559483131,add,B,99.5,15,36042,5
1765351559483247,add,B,100.17,16,36043,1
1765351559483376,cancel,S,100.51,0,15696,6
1765351559483487,modify,S,99.24,8,30648,1
1765351559483501,modify,B,100.1,3,34588,7
1765351559483659,cancel,S,100.37,0,16356,7
1765351559483736,add,B,99.77,9,36044,2
1765351559483848,add,S,100.27,24,36045,5
1765351559483934,cancel,B,100.17,0,32256,1
1765351559484077,modify,B,99.95,8,18335,4
1765351559484116,add,S,99.25,23,36046,1
1765351559484195,modify,S,100.27,1,19158,5
1765351559484376,add,B,99.78,30,36047,3
1765351559484391,add,S,100.28,21,36048,5
1765351559484511,add,B,99.49,21,36049,5
1765351559484606,add,S,99.76,26,36050,8
1765351559484786,add,S,100.28,37,36051,5
1765351559484854,add,B,99.95,38,36052,4
1765351559484977,trade,,99.87,12,0,0
1765351559485005,add,B,100.17,45,36053,1
1765351559485119,modify,S,100.48,11,24087,9
1765351559485202,add,S,100.29,49,36054,5
1765351559485316,modify,B,100.15,14,1890,9
1765351559485433,cancel,B,99.49,0,25556,5
1765351559485564,add,S,100.3,25,36055,5
1765351559485644,add,B,99.77,47,36056,3
1765351559485769,trade,,99.87,19,0,0
1765351559485820,add,B,99.97,3,36057,8
1765351559485900,add,B,100.14,42,36058,9
1765351559486088,cancel,B,100.14,0,15254,9
1765351559486182,add,S,99.25,33,36059,1
1765351559486194,add,S,100.5,5,36060,6
1765351559486298,add,B,100.14,7,36061,9
1765351559486437,add,B,99.78,39,36062,3
1765351559486575,add,B,99.98,48,36063,8
1765351559486672,cancel,B,99.94,0,24817,10
1765351559486705,add,S,99.25,24,36064,1
1765351559486795,add,S,100.3,14,36065,5
1765351559486977,add,S,100.49,12,36066,6
1765351559487000,add,B,99.98,10,36067,8
1765351559487178,add,B,100.28,36,36068,6
1765351559487274,add,S,99.75,17,36069,8
1765351559487355,add,B,100.27,31,36070,6
1765351559487446,add,S,100.3,38,36071,5
1765351559487524,add,S,100.49,28,36072,6
1765351559487641,modify,S,99.75,15,10174,8
1765351559487730,cancel,S,99.97,0,26411,10
1765351559487798,add,B,99.93,49,36073,10
1765351559487986,add,S,100.47,8,36074,9
1765351559488056,modify,B,100.27,17,29016,6
1765351559488162,cancel,S,100.47,0,13419,9
1765351559488203,trade,,99.87,33,0,0
1765351559488314,add,S,98.94,24,36075,4
1765351559488447,add,S,100.37,37,36076,7
1765351559488586,cancel,S,98.94,0,29631,4
1765351559488647,add,S,99.51,34,36077,3
1765351559488770,trade,,99.87,34,0,0
1765351559488858,add,S,100.46,49,36078,9
1765351559488918,cancel,B,99.49,0,27775,5
1765351559489002,modify,B,99.77,23,17677,2
1765351559489101,modify,B,99.77,18,29298,2
1765351559489194,trade,,99.86,17,0,0
1765351559489302,add,B,100.16,33,36079,1
1765351559489441,add,S,99.52,47,36080,3
1765351559489569,modify,B,99.49,27,31308,5
1765351559489605,add,S,99.97,1,36081,10
1765351559489777,add,B,99.77,35,36082,2
1765351559489831,add,B,99.78,12,36083,2
1765351559489983,modify,B,99.78,16,34640,2
1765351559490085,add,B,99.93,28,36084,10
1765351559490102,modify,S,100.15,17,23979,2
1765351559490205,cancel,B,100.27,0,29782,6
1765351559490330,add,S,99.97,1,36085,10
1765351559490452,modify,S,99.97,8,3257,10
1765351559490552,cancel,B,99.93,0,25420,10
1765351559490619,cancel,S,99.25,0,20343,1
1765351559490745,modify,B,100.1,6,1148,7
1765351559490861,cancel,S,100.3,0,13592,5
1765351559490926,modify,B,99.93,23,29697,10
1765351559491081,add,S,98.94,50,36086,4
1765351559491131,add,S,99.96,3,36087,10
1765351559491277,modify,S,100.46,20,15662,9
1765351559491330,add,B,100.14,3,36088,9
1765351559491417,add,S,99.52,5,36089,3
1765351559491509,add,S,100.16,36,36090,2
1765351559491638,cancel,B,99.78,0,21046,3
1765351559491723,cancel,B,99.95,0,34560,4
1765351559491884,cancel,S,100.49,0,2474,6
1765351559491898,cancel,B,99.49,0,44,5
1765351559492064,cancel,B,100.14,0,429,9
1765351559492119,modify,B,99.78,10,13673,3
1765351559492213,cancel,B,99.93,0,14311,10
1765351559492389,cancel,S,99.52,0,26839,3
1765351559492462,add,B,99.93,29,36091,10
1765351559492529,trade,,99.86,51,0,0
1765351559492607,add,S,100.3,46,36092,5
1765351559492711,trade,,99.87,75,0,0
1765351559492827,add,S,100.38,40,36093,7
1765351559492916,add,S,99.52,38,36094,3
1765351559493003,cancel,B,99.78,0,35531,3
1765351559493175,add,S,99.75,21,36095,8
1765351559493263,cancel,S,99.75,0,28277,8
1765351559493381,add,S,100.31,35,36096,5
1765351559493423,modify,S,100.31,13,33207,5
1765351559493493,cancel,B,100.16,0,26247,1
1765351559493644,modify,S,99.75,12,19557,8
1765351559493698,modify,B,99.93,22,9546,10
1765351559493793,modify,B,99.95,29,30514,4
1765351559493946,cancel,S,99.75,0,18230,8
1765351559494079,cancel,S,100.38,0,35139,7
1765351559494126,modify,S,99.96,12,15829,10
1765351559494191,cancel,S,100.38,0,30833,7
1765351559494329,add,B,100.11,18,36097,7
1765351559494392,add,B,100.28,40,36098,6
1765351559494580,add,B,99.99,9,36099,8
1765351559494617,modify,S,99.25,8,17264,1
1765351559494762,add,S,99.95,38,36100,10
1765351559494834,cancel,S,100.16,0,9418,2
1765351559494926,trade,,99.86,94,0,0
1765351559495049,modify,B,100.16,21,21854,1
1765351559495133,add,S,99.53,28,36101,3
1765351559495225,cancel,B,99.93,0,17542,10
1765351559495377,trade,,99.87,72,0,0
1765351559495444,add,S,100.48,48,36102,6
1765351559495524,cancel,S,99.53,0,23094,3
1765351559495608,add,S,99.26,19,36103,1
1765351559495691,add,S,100.48,14,36104,6
1765351559495800,add,B,99.79,8,36105,3
1765351559495911,add,B,99.95,44,36106,4
1765351559496085,cancel,B,99.93,0,30645,10
1765351559496122,add,B,100.1,47,36107,7
1765351559496260,trade,,99.86,6,0,0
1765351559496351,cancel,B,99.78,0,21663,2
1765351559496468,cancel,S,99.53,0,32465,3
1765351559496536,cancel,B,99.95,0,30488,4
1765351559496641,add,S,99.52,23,36108,3
1765351559496783,add,S,99.75,37,36109,8
1765351559496858,modify,S,99.52,18,23083,3
1765351559496988,cancel,S,99.75,0,34835,8
1765351559497057,add,S,98.94,36,36110,4
1765351559497112,modify,B,99.79,8,23745,3
1765351559497253,add,S,100.17,39,36111,2
1765351559497373,modify,B,99.78,20,33092,2
1765351559497396,add,S,99.95,18,36112,10
1765351559497515,add,S,100.32,25,36113,5
1765351559497627,cancel,S,100.17,0,32391,2
1765351559497709,add,B,100.27,19,36114,6
1765351559497792,add,B,99.78,46,36115,2
1765351559497892,add,S,98.94,31,36116,4
1765351559498059,add,B,100.15,16,36117,1
1765351559498099,add,B,100.14,48,36118,9
1765351559498232,trade,,99.86,64,0,0
1765351559498329,cancel,S,100.46,0,20777,9
1765351559498445,add,S,99.96,48,36119,10
1765351559498510,modify,S,99.75,25,20146,8
1765351559498658,trade,,99.87,60,0,0
1765351559498779,add,S,100.39,44,36120,7
1765351559498888,add,B,100.16,32,36121,1
1765351559498936,add,B,100.09,46,36122,7
1765351559499088,add,S,98.94,26,36123,4
1765351559499140,modify,S,100.32,14,28771,5
1765351559499208,add,S,99.25,40,36124,1
1765351559499353,add,B,100.08,24,36125,7
1765351559499478,add,B,99.48,17,36126,5
1765351559499544,modify,S,98.94,22,3392,4
1765351559499639,add,S,100.33,29,36127,5
1765351559499752,add,B,99.92,14,36128,10
1765351559499838,cancel,S,99.25,0,19086,1
1765351559499942,modify,S,99.25,6,19724,1
1765351559500033,add,S,100.47,1,36129,6
1765351559500164,add,B,100.26,23,36130,6
1765351559500285,cancel,S,100.17,0,16767,2
1765351559500327,add,S,99.75,35,36131,8
1765351559500426,modify,S,99.52,27,18818,3
1765351559500498,modify,B,99.99,9,25480,8
1765351559500598,add,S,100.16,40,36132,2
1765351559500785,cancel,B,99.92,0,2141,10
1765351559500852,add,S,99.96,9,36133,10
1765351559500910,trade,,99.87,28,0,0
1765351559501035,add,B,99.78,33,36134,2
1765351559501122,add,B,99.96,39,36135,4
1765351559501224,add,B,99.8,22,36136,3
1765351559501322,add,S,99.97,21,36137,10
1765351559501470,trade,,99.88,45,0,0
1765351559501563,add,B,99.8,26,36138,3
1765351559501598,add,S,99.51,9,36139,3
1765351559501739,add,B,100.08,19,36140,7
1765351559501839,add,S,100.15,10,36141,2
1765351559501913,modify,S,100.46,13,35816,9
1765351559501992,cancel,B,100.14,0,20281,9
1765351559502100,add,B,99.98,26,36142,8
1765351559502280,cancel,B,100.14,0,25219,9
1765351559502298,modify,B,100.14,5,23588,9
1765351559502474,trade,,99.87,31,0,0
1765351559502532,trade,,99.86,15,0,0
1765351559502615,add,B,100.14,33,36143,9
1765351559502758,add,S,100.46,10,36144,9
1765351559502861,add,B,100.26,30,36145,6
1765351559502967,trade,,99.86,65,0,0
1765351559503079,trade,,99.87,14,0,0
1765351559503147,add,B,99.78,25,36146,2
1765351559503192,modify,B,100.14,26,26045,9
1765351559503346,modify,B,99.96,6,5612,4
1765351559503439,add,S,98.93,11,36147,4
1765351559503494,add,B,99.95,40,36148,4
1765351559503614,cancel,B,100.26,0,11279,6
1765351559503745,add,S,98.93,46,36149,4
1765351559503879,add,S,100.48,25,36150,6
1765351559503959,add,B,100.15,38,36151,1
1765351559504056,cancel,S,100.39,0,15979,7
1765351559504141,trade,,99.86,21,0,0
1765351559504257,add,S,99.75,45,36152,8
1765351559504293,trade,,99.87,16,0,0
1765351559504447,cancel,S,100.46,0,188,9
1765351559504541,add,B,99.8,47,36153,3
1765351559504606,add,B,100.14,47,36154,9
1765351559504778,trade,,99.87,67,0,0
1765351559504822,cancel,S,100.46,0,29623,9
1765351559504904,cancel,S,99.51,0,2329,3
1765351559505053,cancel,S,100.46,0,23713,9
1765351559505186,add,S,100.33,41,36155,5
1765351559505258,add,S,99.5,13,36156,3
1765351559505331,cancel,S,100.46,0,22358,9
1765351559505436,trade,,99.86,59,0,0
1765351559505505,cancel,B,99.98,0,34172,8
1765351559505592,modify,S,99.5,15,28510,3
1765351559505772,cancel,S,99.97,0,33274,10
1765351559505792,cancel,S,100.15,0,437,2
1765351559505922,add,B,99.77,16,36157,2
1765351559506048,add,B,99.8,4,36158,3
1765351559506125,cancel,S,100.33,0,18471,5
1765351559506207,add,S,100.34,6,36159,5
1765351559506373,add,S,99.97,48,36160,10
1765351559506435,modify,S,99.25,3,33433,1
1765351559506512,cancel,B,99.48,0,14691,5
1765351559506600,add,B,100.27,19,36161,6
1765351559506699,modify,B,99.98,20,13897,8
1765351559506797,cancel,B,99.77,0,31820,2
1765351559506982,add,S,100.34,1,36162,5
1765351559507045,cancel,B,99.48,0,19984,5
1765351559507166,modify,S,100.34,14,8425,5
1765351559507234,add,S,100.16,42,36163,2
1765351559507371,add,S,100.15,13,36164,2
1765351559507439,trade,,99.87,82,0,0
1765351559507497,add,B,100.15,18,36165,9
1765351559507631,cancel,S,100.48,0,25379,6
1765351559507764,add,S,100.47,22,36166,9
1765351559507861,add,B,100.15,34,36167,1
1765351559507928,add,B,99.99,23,36168,8
1765351559508030,add,S,100.48,39,36169,9
1765351559508185,trade,,99.87,51,0,0
1765351559508282,cancel,B,99.99,0,35449,8
1765351559508368,add,S,99.74,47,36170,8
1765351559508462,add,S,100.38,26,36171,7
1765351559508540,add,B,99.8,12,36172,3
1765351559508666,add,S,100.16,39,36173,2
1765351559508726,add,S,99.25,39,36174,1
1765351559508856,add,B,100.09,24,36175,7
1765351559508910,add,S,99.96,32,36176,10
1765351559509013,add,S,100.39,18,36177,7
1765351559509157,cancel,S,100.48,0,32551,9
1765351559509234,modify,S,100.48,30,11979,9
1765351559509299,modify,S,98.93,16,24831,4
1765351559509459,add,S,100.16,18,36178,2
1765351559509519,add,B,99.92,27,36179,10
1765351559509679,add,S,100.15,8,36180,2
1765351559509775,modify,B,100.27,4,26198,6
1765351559509817,add,B,99.49,30,36181,5
1765351559509902,add,S,99.24,45,36182,1
1765351559510002,add,S,100.34,40,36183,5
1765351559510114,trade,,99.86,21,0,0
1765351559510246,add,B,100.14,19,36184,1
1765351559510382,modify,S,100.15,24,7363,2
1765351559510480,add,B,99.5,50,36185,5
1765351559510498,cancel,B,99.92,0,15754,10
1765351559510686,cancel,B,100.14,0,19759,1
1765351559510718,add,B,99.99,5,36186,8
1765351559510839,add,B,99.92,3,36187,10
1765351559510952,add,B,99.5,17,36188,5
1765351559511019,cancel,S,100.34,0,13664,5
1765351559511091,add,B,100.08,34,36189,7
1765351559511231,add,B,99.93,23,36190,10
1765351559511315,add,B,99.5,30,36191,5
1765351559511452,cancel,S,100.48,0,22246,6
1765351559511514,add,B,100.28,1,36192,6
1765351559511685,add,S,100.47,41,36193,9
1765351559511702,add,B,100.27,23,36194,6
1765351559511824,cancel,S,100.15,0,9197,2
1765351559511930,add,S,100.47,6,36195,9
1765351559512005,modify,S,100.47,10,29483,9
1765351559512180,add,B,100.16,7,36196,9
1765351559512287,modify,B,99.8,14,33682,3
1765351559512357,add,B,99.78,16,36197,2
1765351559512445,cancel,S,100.47,0,10112,9
1765351559512566,add,B,100.08,9,36198,7
1765351559512653,cancel,B,100.14,0,2852,1
1765351559512703,cancel,B,100.16,0,20407,9
1765351559512797,add,S,99.97,47,36199,10
1765351559512949,add,S,100.34,24,36200,5
1765351559512993,cancel,B,100.14,0,6547,1
1765351559513136,add,B,100.09,25,36201,7
1765351559513287,cancel,B,99.99,0,2710,8
1765351559513379,add,S,100.35,50,36202,5
1765351559513477,add,S,98.93,10,36203,4
1765351559513537,add,S,99.98,47,36204,10
1765351559513595,modify,B,99.95,19,1613,4
1765351559513696,add,S,100.16,28,36205,2
1765351559513799,modify,B,99.93,6,28327,10
1765351559513923,add,S,100.16,7,36206,2
1765351559514013,add,B,100.17,13,36207,9
1765351559514108,add,S,99.74,38,36208,8
1765351559514213,trade,,99.87,45,0,0
1765351559514390,trade,,99.86,14,0,0
1765351559514408,add,S,99.73,42,36209,8
1765351559514519,modify,S,100.47,20,11468,9
1765351559514675,add,B,99.77,18,36210,2
1765351559514716,cancel,S,100.48,0,5251,6
1765351559514877,cancel,S,100.39,0,14365,7
1765351559514915,add,B,99.94,36,36211,10
1765351559515084,add,S,99.99,28,36212,10
1765351559515131,add,B,99.95,1,36213,10
1765351559515271,cancel,S,99.24,0,10327,1
1765351559515293,add,S,99.51,5,36214,3
1765351559515474,add,B,99.94,43,36215,4
1765351559515528,cancel,S,99.51,0,23914,3
1765351559515656,cancel,S,99.99,0,18285,10
1765351559515699,add,B,99.95,36,36216,10
1765351559515863,cancel,S,100.39,0,8255,7
1765351559515984,trade,,99.87,58,0,0
1765351559516013,modify,S,99.73,6,21475,8
1765351559516158,cancel,B,99.99,0,11232,8
1765351559516261,add,S,100.34,5,36217,5
1765351559516372,add,B,100.28,14,36218,6
1765351559516467,cancel,S,98.93,0,29496,4
1765351559516497,cancel,S,99.99,0,11746,10
1765351559516668,modify,B,99.8,15,12724,3
1765351559516776,modify,B,100.17,19,8937,9
1765351559516854,add,B,99.76,42,36219,2
1765351559516945,add,S,100.39,39,36220,7
1765351559517078,add,B,99.76,35,36221,2
1765351559517178,cancel,S,99.99,0,20168,10
1765351559517264,add,S,100.38,33,36222,7
1765351559517350,add,S,99.73,5,36223,8
1765351559517457,add,S,99.73,48,36224,8
1765351559517499,add,S,100.48,21,36225,6
1765351559517653,modify,S,99.51,7,8802,3
1765351559517715,add,S,99.99,21,36226,10
1765351559517883,add,S,99.51,16,36227,3
1765351559517958,cancel,B,100.28,0,29879,6
1765351559518023,add,S,100.37,11,36228,7
1765351559518141,cancel,B,100.09,0,16040,7
1765351559518279,add,B,100.28,43,36229,6
1765351559518381,add,S,100.47,47,36230,9
1765351559518469,add,B,99.81,17,36231,3
1765351559518573,cancel,S,99.51,0,25929,3
1765351559518670,trade,,99.85,96,0,0
1765351559518773,modify,S,98.93,25,281,4
1765351559518810,cancel,B,99.95,0,17157,10
1765351559518941,modify,B,100.28,10,13125,6
1765351559519067,add,B,99.94,17,36232,4
1765351559519179,add,B,100.0,37,36233,8
1765351559519211,add,S,100.38,39,36234,7
1765351559519333,modify,B,99.95,23,9733,10
1765351559519394,add,B,99.77,48,36235,2
1765351559519516,trade,,99.86,100,0,0
1765351559519658,add,B,100.15,14,36236,1
1765351559519714,add,B,99.51,43,36237,5
1765351559519819,trade,,99.85,32,0,0
1765351559519989,add,S,99.5,24,36238,3
1765351559519991,cancel,S,99.99,0,19331,10
1765351559520170,add,S,98.94,10,36239,4
1765351559520256,add,S,100.34,42,36240,5
1765351559520378,add,S,100.34,16,36241,5
1765351559520408,modify,S,100.34,24,19567,5
1765351559520494,add,B,99.96,5,36242,10
1765351559520625,add,B,100.14,40,36243,1
1765351559520697,modify,S,100.16,27,14017,2
1765351559520866,add,S,99.98,4,36244,10
1765351559520918,trade,,99.85,72,0,0
1765351559521073,add,B,100.17,26,36245,9
1765351559521157,trade,,99.86,42,0,0
1765351559521258,cancel,B,99.81,0,14690,3
1765351559521327,add,S,100.16,26,36246,2
1765351559521451,add,B,99.95,16,36247,10
1765351559521509,add,S,100.17,47,36248,2
1765351559521608,cancel,B,99.81,0,14555,3
1765351559521739,add,S,98.95,39,36249,4
1765351559521870,trade,,99.85,40,0,0
1765351559521956,cancel,S,99.5,0,35498,3
1765351559522014,cancel,B,100.28,0,3349,6
1765351559522165,add,S,100.47,35,36250,6
1765351559522215,modify,S,100.47,11,11876,9
1765351559522349,cancel,B,100.09,0,35245,7
1765351559522456,trade,,99.84,77,0,0
1765351559522570,modify,S,100.17,20,21314,2
1765351559522603,add,S,100.47,14,36251,9
1765351559522787,add,B,99.78,12,36252,2
1765351559522824,cancel,S,99.24,0,13040,1
1765351559522950,cancel,S,99.73,0,2652,8
1765351559523046,modify,B,100.0,27,10466,8
1765351559523173,add,S,99.98,34,36253,10
1765351559523272,add,B,100.14,14,36254,1
1765351559523338,add,S,99.73,11,36255,8
1765351559523404,cancel,S,100.47,0,21849,9
1765351559523499,add,B,99.5,14,36256,5
1765351559523647,add,S,99.23,48,36257,1
1765351559523723,add,S,99.99,47,36258,10
1765351559523811,add,S,100.39,3,36259,7
1765351559523939,cancel,S,98.95,0,25663,4
1765351559524090,add,S,99.5,4,36260,3
1765351559524130,add,S,100.16,2,36261,2
1765351559524246,cancel,S,100.47,0,10741,9
1765351559524342,add,S,100.47,31,36262,6
1765351559524456,add,S,99.73,19,36263,8
1765351559524580,modify,B,100.14,9,2071,1
1765351559524651,add,B,100.17,37,36264,9
1765351559524766,cancel,B,99.94,0,31747,4
1765351559524827,add,B,100.16,28,36265,9
1765351559524915,add,B,99.82,10,36266,3
1765351559525033,trade,,99.85,41,0,0
1765351559525129,cancel,S,100.39,0,18777,7
1765351559525246,add,S,99.73,45,36267,8
1765351559525346,add,B,99.96,8,36268,10
1765351559525447,cancel,S,99.99,0,1264,10
1765351559525521,modify,S,100.16,28,7330,2
1765351559525690,modify,S,100.47,4,196,6
1765351559525710,modify,S,99.23,9,9168,1
1765351559525845,cancel,S,100.16,0,1605,2
1765351559525987,modify,S,100.16,29,21849,2
1765351559526065,add,S,99.73,9,36269,8
1765351559526143,modify,B,100.16,25,32241,9
1765351559526223,cancel,B,99.94,0,26588,4
1765351559526350,trade,,99.84,47,0,0
1765351559526434,modify,S,99.73,7,7596,8
1765351559526553,add,B,99.95,48,36270,4
1765351559526624,add,B,100.28,18,36271,6
1765351559526715,modify,S,99.5,27,18819,3
1765351559526889,add,S,100.39,1,36272,7
1765351559526984,add,S,100.33,29,36273,5
1765351559527051,cancel,B,100.16,0,35669,9
1765351559527136,modify,B,99.95,16,2730,4
1765351559527263,add,S,100.32,48,36274,5
1765351559527315,cancel,S,100.39,0,11820,7
1765351559527475,cancel,B,99.96,0,9451,10
1765351559527554,add,S,99.24,44,36275,1
1765351559527664,add,B,100.08,34,36276,7
1765351559527705,add,S,100.38,7,36277,7
1765351559527881,add,S,99.24,1,36278,1
1765351559527975,cancel,B,99.82,0,9978,3
1765351559528000,cancel,S,100.16,0,14992,2
1765351559528122,add,B,99.96,22,36279,10
1765351559528257,add,B,100.17,47,36280,9
1765351559528341,cancel,B,100.14,0,24812,1
1765351559528442,cancel,B,99.78,0,5169,2
1765351559528532,add,S,100.48,41,36281,9
1765351559528686,cancel,S,99.5,0,23433,3
1765351559528723,modify,S,100.32,11,17161,5
1765351559528889,cancel,B,100.28,0,19031,6
1765351559528979,trade,,99.85,92,0,0
1765351559529029,add,S,99.5,21,36282,3
1765351559529177,modify,S,99.24,3,10479,1
1765351559529267,add,S,100.32,49,36283,5
1765351559529291,add,S,100.47,11,36284,9
1765351559529393,trade,,99.85,63,0,0
1765351559529556,modify,B,99.96,1,32725,10
1765351559529613,add,B,100.27,32,36285,6
1765351559529764,cancel,S,100.32,0,16315,5
1765351559529836,cancel,B,99.95,0,12186,4
1765351559529964,modify,B,100.0,22,15207,8
1765351559530076,trade,,99.86,44,0,0
1765351559530143,modify,B,100.14,22,18406,1
1765351559530216,add,S,99.74,48,36286,8
1765351559530383,modify,S,100.16,23,26709,2
1765351559530456,add,S,100.0,8,36287,10
1765351559530522,cancel,B,99.95,0,6075,4
1765351559530595,add,S,99.74,1,36288,8
1765351559530788,add,S,100.37,23,36289,7
1765351559530824,add,B,99.79,14,36290,2
1765351559530950,add,B,100.0,9,36291,8
1765351559531052,add,S,100.01,1,36292,10
1765351559531173,add,B,100.08,13,36293,7
1765351559531250,cancel,S,100.01,0,26364,10
1765351559531294,add,B,100.09,34,36294,7
1765351559531460,add,S,100.01,3,36295,10
1765351559531506,add,S,100.32,37,36296,5
1765351559531597,add,B,100.09,2,36297,7
1765351559531770,add,B,99.8,6,36298,2
1765351559531802,add,B,100.14,43,36299,1
1765351559531977,cancel,B,99.95,0,1249,4
1765351559532062,add,B,99.79,12,36300,2
1765351559532134,add,B,100.09,14,36301,7
1765351559532255,trade,,99.85,37,0,0
1765351559532323,trade,,99.85,29,0,0
1765351559532436,add,B,99.79,40,36302,2
1765351559532507,add,B,100.27,43,36303,6
1765351559532679,add,B,99.49,37,36304,5
1765351559532734,add,S,99.74,11,36305,8
1765351559532858,trade,,99.86,32,0,0
1765351559532966,cancel,S,100.01,0,11052,10
1765351559533081,add,B,100.27,37,36306,6
1765351559533143,add,S,99.74,16,36307,8
1765351559533270,add,B,100.17,38,36308,9
1765351559533334,modify,S,99.5,28,9500,3
1765351559533488,add,S,99.49,35,36309,3
1765351559533569,trade,,99.85,42,0,0
1765351559533654,cancel,B,99.79,0,18764,2
1765351559533722,modify,S,100.47,18,27740,9
1765351559533859,modify,B,100.0,12,35316,8
1765351559533922,cancel,B,100.14,0,1938,1
1765351559534005,cancel,B,99.49,0,31130,5
1765351559534123,cancel,S,100.01,0,13891,10
1765351559534249,add,B,100.14,28,36310,1
1765351559534308,trade,,99.86,65,0,0
1765351559534405,add,S,99.75,10,36311,8
1765351559534491,trade,,99.85,77,0,0
